"source.id","trans.id","transaction"
"ad4a39db-5d4a-45a4-b08f-415824f5f0af",17,"https://www.vivelafete.com/catalogsearch/result/?q=tee&utm_source=Customers&utm_campaign=873da31444-Up_to_50_10_20_2015&utm_medium=email&utm_term=0_1bb01e7a80-873da31444-107491345&ct=t(Up_to_50_10_20_2015)&goal=0_1bb01e7a80-873da31444-107491345&mc_cid=873da31444&mc_eid=382a0a123b,https://www.vivelafete.com/catalogsearch/result/index/?cat=83&ct=t%28Up_to_50_10_20_2015%29&goal=0_1bb01e7a80-873da31444-107491345&mc_cid=873da31444&mc_eid=382a0a123b&q=tee&utm_campaign=873da31444-Up_to_50_10_20_2015&utm_medium=email&utm_source=Customers&utm_term=0_1bb01e7a80-873da31444-107491345,https://www.vivelafete.com/catalogsearch/result/index/?cat=83&ct=t%28Up_to_50_10_20_2015%29&goal=0_1bb01e7a80-873da31444-107491345&mc_cid=873da31444&mc_eid=382a0a123b&q=tee&utm_campaign=873da31444-Up_to_50_10_20_2015&utm_medium=email&utm_source=Customers&utm_term=0_1bb01e7a80-873da31444-107491345,https://www.vivelafete.com/catalogsearch/result/index/?cat=83&ct=t%28Up_to_50_10_20_2015%29&goal=0_1bb01e7a80-873da31444-107491345&mc_cid=873da31444&mc_eid=382a0a123b&q=tee&utm_campaign=873da31444-Up_to_50_10_20_2015&utm_medium=email&utm_source=Customers&utm_term=0_1bb01e7a80-873da31444-107491345,https://www.vivelafete.com/catalogsearch/result/index/?cat=83&ct=t%28Up_to_50_10_20_2015%29&goal=0_1bb01e7a80-873da31444-107491345&mc_cid=873da31444&mc_eid=382a0a123b&q=tee&utm_campaign=873da31444-Up_to_50_10_20_2015&utm_medium=email&utm_source=Customers&utm_term=0_1bb01e7a80-873da31444-107491345,https://www.vivelafete.com/catalogsearch/result/index/?cat=83&ct=t%28Up_to_50_10_20_2015%29&goal=0_1bb01e7a80-873da31444-107491345&mc_cid=873da31444&mc_eid=382a0a123b&p=2&q=tee&utm_campaign=873da31444-Up_to_50_10_20_2015&utm_medium=email&utm_source=Customers&utm_term=0_1bb01e7a80-873da31444-107491345,https://www.vivelafete.com/catalogsearch/result/index/?cat=83&ct=t%28Up_to_50_10_20_2015%29&goal=0_1bb01e7a80-873da31444-107491345&mc_cid=873da31444&mc_eid=382a0a123b&p=3&q=tee&utm_campaign=873da31444-Up_to_50_10_20_2015&utm_medium=email&utm_source=Customers&utm_term=0_1bb01e7a80-873da31444-107491345,https://www.vivelafete.com/catalogsearch/result/index/?cat=83&ct=t%28Up_to_50_10_20_2015%29&goal=0_1bb01e7a80-873da31444-107491345&mc_cid=873da31444&mc_eid=382a0a123b&p=4&q=tee&utm_campaign=873da31444-Up_to_50_10_20_2015&utm_medium=email&utm_source=Customers&utm_term=0_1bb01e7a80-873da31444-107491345,https://www.vivelafete.com/catalogsearch/result/index/?cat=83&ct=t%28Up_to_50_10_20_2015%29&goal=0_1bb01e7a80-873da31444-107491345&mc_cid=873da31444&mc_eid=382a0a123b&p=5&q=tee&utm_campaign=873da31444-Up_to_50_10_20_2015&utm_medium=email&utm_source=Customers&utm_term=0_1bb01e7a80-873da31444-107491345,https://www.vivelafete.com/catalogsearch/result/index/?cat=83&ct=t%28Up_to_50_10_20_2015%29&goal=0_1bb01e7a80-873da31444-107491345&mc_cid=873da31444&mc_eid=382a0a123b&p=6&q=tee&utm_campaign=873da31444-Up_to_50_10_20_2015&utm_medium=email&utm_source=Customers&utm_term=0_1bb01e7a80-873da31444-107491345"
"ad4a39db-5d4a-45a4-b08f-415824f5f0af",18,"https://www.vivelafete.com/catalogsearch/result/index/?cat=83&ct=t%28Up_to_50_10_20_2015%29&goal=0_1bb01e7a80-873da31444-107491345&mc_cid=873da31444&mc_eid=382a0a123b&p=6&q=tee&utm_campaign=873da31444-Up_to_50_10_20_2015&utm_medium=email&utm_source=Customers&utm_term=0_1bb01e7a80-873da31444-107491345"
"4b874d9b-c598-4741-8b11-b25ae2ee9f4d",19,"https://www.vivelafete.com/boys.html,https://www.vivelafete.com/boys.html?size_range=42,https://www.vivelafete.com/boys.html?limit=all,https://www.vivelafete.com/boys/santas-gift-smocked-boys-overall.html,https://www.vivelafete.com/checkout/cart/,https://www.vivelafete.com/boys/santas-gift-smocked-boys-overall.html#"
"0dee1789-eec5-4c3a-8502-a65e6b3b553e",20,"https://www.vivelafete.com/collegiate.html"
"27d667c8-e9ed-43ca-8988-03270bed35f1",21,"https://www.vivelafete.com/,https://www.vivelafete.com/girls.html,https://www.vivelafete.com/girls.html?size_range=41,https://www.vivelafete.com/girls.html?limit=all,https://www.vivelafete.com/girls/lobster-embroidered-skort.html,https://www.vivelafete.com/girls.html"
"27d667c8-e9ed-43ca-8988-03270bed35f1",22,"https://www.vivelafete.com/girls/red-plaid-silk-skirt.html"
"33f76b73-f90f-436e-8b4f-88d8454f9648",23,"https://www.vivelafete.com/collegiate.html"
"0a0215ce-4a48-431f-aae4-ac9c712396ba",24,"https://www.vivelafete.com/sale-1.html"
"04c28c7a-cb0b-4b05-bda1-4d9e461d7918",25,"https://www.vivelafete.com/newborn.html"
"5994ce53-f216-4b95-8a06-9b82197e2ab8",26,"https://www.vivelafete.com/sale-1/christmas-boys-pant-set.html"
"93cfdbf6-4265-4d71-a1df-9eb0a11c2310",27,"https://www.vivelafete.com/newborn.html,https://www.vivelafete.com/newborn.html?cat=4"
"5ff8d98b-f0d2-4bae-8c3d-8fc0590c2d7a",28,"https://www.vivelafete.com/newborn.html,https://www.vivelafete.com/newborn.html?apparel_collection=168"
"09daddaa-c5b0-40b5-8bf0-92b2dcc41d37",29,"https://www.vivelafete.com/"
"d5d640c0-899f-4c7d-a014-5e6755e69ffe",30,"https://www.vivelafete.com/catalogsearch/result/?q=SI2605GPS"
"d5d640c0-899f-4c7d-a014-5e6755e69ffe",31,"https://www.vivelafete.com/catalogsearch/result/?q=SI2680BPS,https://www.vivelafete.com/catalogsearch/result/?q=SI0614BPL4,https://www.vivelafete.com/catalogsearch/result/?q=SI0614V8L,https://www.vivelafete.com/catalogsearch/result/?q=SI0718BPL1,https://www.vivelafete.com/catalogsearch/result/?q=SI0718V2L,https://www.vivelafete.com/catalogsearch/result/?q=SI0797BPL,https://www.vivelafete.com/catalogsearch/result/?q=SI0797V0L,https://www.vivelafete.com/catalogsearch/result/?q=SI1136BPL13,https://www.vivelafete.com/catalogsearch/result/?q=SI1136JBL4,https://www.vivelafete.com/catalogsearch/result/?q=SI1136V5L,https://www.vivelafete.com/catalogsearch/result/?q=SI1892P1S,https://www.vivelafete.com/catalogsearch/result/?q=SI2240JBL1,https://www.vivelafete.com/catalogsearch/result/?q=SI2596JBL,https://www.vivelafete.com/catalogsearch/result/?q=SI2596P1S,https://www.vivelafete.com/catalogsearch/result/?q=SI2604BPL3,https://www.vivelafete.com/catalogsearch/result/?q=SI2608P0S,https://www.vivelafete.com/catalogsearch/result/?q=SI2728BPL2,https://www.vivelafete.com/catalogsearch/result/?q=SI2759BPL2,https://www.vivelafete.com/catalogsearch/result/?q=SI2852P0S,https://www.vivelafete.com/catalogsearch/result/?q=SI2926JBL,https://www.vivelafete.com/catalogsearch/result/?q=SI2926P0S,https://www.vivelafete.com/catalogsearch/result/?q=SI3051V0L,https://www.vivelafete.com/catalogsearch/result/?q=SI3106V1L,https://www.vivelafete.com/catalogsearch/result/?q=SI3133V1L,https://www.vivelafete.com/catalogsearch/result/?q=SI0016B1S,https://www.vivelafete.com/catalogsearch/result/?q=SI0016BPS,https://www.vivelafete.com/catalogsearch/result/?q=SI0148BPL,https://www.vivelafete.com/catalogsearch/result/?q=SI0148V0L,https://www.vivelafete.com/catalogsearch/result/?q=SI0247G1S,https://www.vivelafete.com/catalogsearch/result/?q=SI0313GPL,https://www.vivelafete.com/catalogsearch/result/?q=SI0324V4L,https://www.vivelafete.com/catalogsearch/result/?q=SI0555B6S,https://www.vivelafete.com/catalogsearch/result/?q=SI0555BPL2,https://www.vivelafete.com/catalogsearch/result/?q=SI0555V0L,https://www.vivelafete.com/catalogsearch/result/?q=SI0718B4S,https://www.vivelafete.com/catalogsearch/result/?q=SI0718BPL,https://www.vivelafete.com/catalogsearch/result/?q=SI0718D2L,https://www.vivelafete.com/catalogsearch/result/?q=SI0718G0L,https://www.vivelafete.com/catalogsearch/result/?q=SI0718GPL1,https://www.vivelafete.com/catalogsearch/result/?q=SI0718JBL,https://www.vivelafete.com/catalogsearch/result/?q=SI0718V1L,https://www.vivelafete.com/catalogsearch/result/?q=SI0768D0L,https://www.vivelafete.com/catalogsearch/result/?q=SI0768G0L,https://www.vivelafete.com/catalogsearch/result/?q=SI0768GPL,https://www.vivelafete.com/catalogsearch/result/?q=SI0768JBL,https://www.vivelafete.com/catalogsearch/result/?q=SI0798B1S,https://www.vivelafete.com/catalogsearch/result/?q=SI0798BPL,https://www.vivelafete.com/catalogsearch/result/?q=SI0798V1S,https://www.vivelafete.com/catalogsearch/result/?q=SI2240D0L,https://www.vivelafete.com/catalogsearch/result/?q=SI2240G0L,https://www.vivelafete.com/catalogsearch/result/?q=SI2240GPL1,https://www.vivelafete.com/catalogsearch/result/?q=SI2240JBL,https://www.vivelafete.com/catalogsearch/result/?q=SI2600D1L,https://www.vivelafete.com/catalogsearch/result/?q=SI2600G0L,https://www.vivelafete.com/catalogsearch/result/?q=SI2600GPL1,https://www.vivelafete.com/catalogsearch/result/?q=SI2600JBL1,https://www.vivelafete.com/catalogsearch/result/?q=SI2605B1S,https://www.vivelafete.com/catalogsearch/result/?q=SI2605BPL4,https://www.vivelafete.com/catalogsearch/result/?q=SI2605V2L,https://www.vivelafete.com/catalogsearch/result/?q=SI2728B11S,https://www.vivelafete.com/catalogsearch/result/?q=SI2728BPL4,https://www.vivelafete.com/catalogsearch/result/?q=SI2728V2L,https://www.vivelafete.com/catalogsearch/result/?q=SI2770JBL1,https://www.vivelafete.com/catalogsearch/result/?q=SI2778B2S,https://www.vivelafete.com/catalogsearch/result/?q=SI2778BPL2,https://www.vivelafete.com/catalogsearch/result/?q=SI2778D0L,https://www.vivelafete.com/catalogsearch/result/?q=SI2778G0L,https://www.vivelafete.com/catalogsearch/result/?q=SI2778GPL2,https://www.vivelafete.com/catalogsearch/result/?q=SI2778V0S,https://www.vivelafete.com/catalogsearch/result/?q=SI2809B1S,https://www.vivelafete.com/catalogsearch/result/?q=SI2809BPL,https://www.vivelafete.com/catalogsearch/result/?q=SI2816B1S,https://www.vivelafete.com/catalogsearch/result/?q=SI2816BPL,https://www.vivelafete.com/catalogsearch/result/?q=SI2816V0L,https://www.vivelafete.com/catalogsearch/result/?q=SI2993GPS,https://www.vivelafete.com/catalogsearch/result/?q=SI2999B2S,https://www.vivelafete.com/catalogsearch/result/?q=SI2999BPL,https://www.vivelafete.com/catalogsearch/result/?q=SI2999V1S,https://www.vivelafete.com/catalogsearch/result/?q=SI3002D0L,https://www.vivelafete.com/catalogsearch/result/?q=SI3002G0L,https://www.vivelafete.com/catalogsearch/result/?q=SI3002GPL,https://www.vivelafete.com/catalogsearch/result/?q=SI3002JBL,https://www.vivelafete.com/catalogsearch/result/?q=SI3129D0L,https://www.vivelafete.com/catalogsearch/result/?q=SI3129G0L,https://www.vivelafete.com/catalogsearch/result/?q=SI3129GPL,https://www.vivelafete.com/catalogsearch/result/?q=SI3129JBL,https://www.vivelafete.com/catalogsearch/result/?q=SI3129V0S,https://www.vivelafete.com/catalogsearch/result/?q=SI3184V0S,https://www.vivelafete.com/catalogsearch/result/?q=SI3185B1S,https://www.vivelafete.com/catalogsearch/result/?q=SI3185BPL,https://www.vivelafete.com/catalogsearch/result/?q=SI3185D0L,https://www.vivelafete.com/catalogsearch/result/?q=SI3185G0L,https://www.vivelafete.com/catalogsearch/result/?q=SI3185GPL,https://www.vivelafete.com/catalogsearch/result/?q=SI3185JBL1,https://www.vivelafete.com/catalogsearch/result/?q=SI3185V0S"
"884a4a07-aa51-4dce-a66d-71c00758e6e2",32,"https://www.vivelafete.com/,https://www.vivelafete.com/boys.html,https://www.vivelafete.com/"
"884a4a07-aa51-4dce-a66d-71c00758e6e2",33,"https://www.vivelafete.com/"
"884a4a07-aa51-4dce-a66d-71c00758e6e2",34,"https://www.vivelafete.com/"
"884a4a07-aa51-4dce-a66d-71c00758e6e2",35,"https://www.vivelafete.com/boys.html,https://www.vivelafete.com/boys.html?p=2,https://www.vivelafete.com/boys.html?p=3,https://www.vivelafete.com/boys/turkey-smocked-tee-shirt.html,https://www.vivelafete.com/checkout/cart/,https://www.vivelafete.com/boys/turkey-smocked-tee-shirt.html,https://www.vivelafete.com/boys.html?p=3,https://www.vivelafete.com/boys.html?p=4,https://www.vivelafete.com/boys.html?p=5,https://www.vivelafete.com/boys.html?p=6,https://www.vivelafete.com/boys.html?p=7,https://www.vivelafete.com/boys/costumes-party-smocked-boys-tee-shirt.html,https://www.vivelafete.com/checkout/cart/,https://www.vivelafete.com/boys/costumes-party-smocked-boys-tee-shirt.html,https://www.vivelafete.com/checkout/cart/,https://www.vivelafete.com/boys/costumes-party-smocked-boys-tee-shirt.html,https://www.vivelafete.com/boys.html?p=7,https://www.vivelafete.com/boys.html?p=6,https://www.vivelafete.com/boys/monsters-smocked-tee-shirt.html,https://www.vivelafete.com/checkout/cart/,https://www.vivelafete.com/boys/monsters-smocked-tee-shirt.html,https://www.vivelafete.com/boys.html?p=6,https://www.vivelafete.com/boys.html?p=7,https://www.vivelafete.com/boys/soccer-applique-tee-shirt.html,https://www.vivelafete.com/boys.html?p=7,https://www.vivelafete.com/boys/turkey-smocked-boys-tee.html,https://www.vivelafete.com/checkout/cart/,https://www.vivelafete.com/checkout/cart/configure/id/100851/,https://www.vivelafete.com/checkout/cart/,https://www.vivelafete.com/boys/turkey-smocked-boys-tee.html,https://www.vivelafete.com/boys.html?p=7,https://www.vivelafete.com/boys.html?p=8,https://www.vivelafete.com/boys.html?p=9,https://www.vivelafete.com/boys.html?p=10,https://www.vivelafete.com/boys/bugs-smocked-boys-pant-set.html,https://www.vivelafete.com/boys.html?p=10,https://www.vivelafete.com/boys.html?p=11,https://www.vivelafete.com/boys.html?p=12,https://www.vivelafete.com/boys.html?p=13,https://www.vivelafete.com/boys.html?p=14,https://www.vivelafete.com/boys.html?p=15,https://www.vivelafete.com/boys.html?p=16,https://www.vivelafete.com/boys.html?p=17,https://www.vivelafete.com/boys.html?p=18,https://www.vivelafete.com/boys/sports-smocked-tee-shirt.html,https://www.vivelafete.com/boys.html?p=18,https://www.vivelafete.com/boys.html?p=19,https://www.vivelafete.com/boys.html?p=20,https://www.vivelafete.com/boys.html?p=21,https://www.vivelafete.com/boys.html?p=22,https://www.vivelafete.com/boys.html?p=23,https://www.vivelafete.com/boys.html?p=24,https://www.vivelafete.com/boys.html?p=25,https://www.vivelafete.com/boys.html?p=26,https://www.vivelafete.com/boys.html?p=27,https://www.vivelafete.com/boys.html?p=28,https://www.vivelafete.com/boys.html?p=29,https://www.vivelafete.com/boys.html?p=30,https://www.vivelafete.com/boys.html?p=31,https://www.vivelafete.com/boys.html?p=32,https://www.vivelafete.com/boys.html?p=33,https://www.vivelafete.com/boys.html?p=34,https://www.vivelafete.com/boys.html?p=35,https://www.vivelafete.com/boys.html?p=36,https://www.vivelafete.com/boys.html?p=37,https://www.vivelafete.com/boys.html?p=38,https://www.vivelafete.com/boys.html?p=39,https://www.vivelafete.com/boys.html?p=40,https://www.vivelafete.com/checkout/cart/"
"884a4a07-aa51-4dce-a66d-71c00758e6e2",36,"https://www.vivelafete.com/checkout/cart/,https://www.vivelafete.com/checkout/onepage/,https://www.vivelafete.com/checkout/onepage/index/,https://www.vivelafete.com/checkout/onepage/success/"
"14aa2e00-30ef-473e-a735-a649b041cedf",37,"https://www.vivelafete.com/newborn/smocked-thanksgiving-boys-overall.html"
"f278e9c1-b274-4ffd-a346-6f4b983f84fc",38,"https://www.vivelafete.com/,https://www.vivelafete.com/sale-1.html,https://www.vivelafete.com/newborn.html,https://www.vivelafete.com/girls.html,https://www.vivelafete.com/girls.html?apparel_collection=168,https://www.vivelafete.com/girls.html?limit=all"
"f278e9c1-b274-4ffd-a346-6f4b983f84fc",39,"https://www.vivelafete.com/girls/green-velvet-dress.html,https://www.vivelafete.com/girls.html?limit=all"
"7a8ca786-cce7-4442-875b-9ee80a5d3520",40,"https://www.vivelafete.com/catalogsearch/result/?q=j0784t&utm_source=Customers&utm_campaign=70da00adfb-Get_them_on_SALE10_22_2015&utm_medium=email&utm_term=0_1bb01e7a80-70da00adfb-107464109&ct=t(Get_them_on_SALE10_22_2015)&goal=0_1bb01e7a80-70da00adfb-107464109&mc_cid=70da00adfb&mc_eid=09717a3e51"
"6b5fe93f-cefa-48fe-8dcd-a6c611fd6430",41,"https://www.vivelafete.com/"
"037d9035-7c73-4993-950d-ffad83470bcc",42,"https://www.vivelafete.com/"
"037d9035-7c73-4993-950d-ffad83470bcc",43,"https://www.vivelafete.com/"
"9cbfaf56-0ced-4d92-ad0d-727519a1684c",44,"https://www.vivelafete.com/accessories/accesories-diaper-bags.html"
"ac398706-ceda-4d57-8fd4-9c91adb4df77",45,"https://www.vivelafete.com/checkout/cart/"
"c639bf6d-6e88-4131-acda-c4211fa719f5",46,"https://www.vivelafete.com/boys.html,https://www.vivelafete.com/boys/bringing-the-tree-smocked-boys-pant-set.html,https://www.vivelafete.com/boys.html,https://www.vivelafete.com/boys.html?limit=all"
"dcfcd24d-5ea2-4fee-8aa8-e64b10b687ff",47,"https://www.vivelafete.com/collegiate.html?college=185,https://www.vivelafete.com/collegiate.html?college=185&p=2,https://www.vivelafete.com/collegiate.html?college=185&p=3,https://www.vivelafete.com/collegiate.html?college=185&p=4"
"07022484-6c1f-48f6-8887-0ff1d3c89cf4",48,"https://www.vivelafete.com/collegiate/collegiate-embroidery-girls/collegiate-embroidery-girls-tops/alabama-ruffle-chevron-skirt.html"
"e894b24e-5490-4925-8875-b58b98a7cef5",49,"https://www.vivelafete.com/trick-or-treat-smocked-tee-shirt-4.html"
"ae32f318-7590-4183-b146-20bfb5fc07ca",50,"https://www.vivelafete.com/girls/girls-sets/thanksgiving-smocked-girls-pant-set.html"
"4234d273-bc77-45c9-97aa-47392caa48b6",51,"https://www.vivelafete.com/girls.html,https://www.vivelafete.com/girls.html?size_range=41,https://www.vivelafete.com/girls.html?limit=all"
"4234d273-bc77-45c9-97aa-47392caa48b6",52,"https://www.vivelafete.com/girls.html,https://www.vivelafete.com/girls.html?cat=16&size_range=41,https://www.vivelafete.com/girls.html?cat=16&p=3&size_range=41"
"92e4335d-5b3f-4c7a-a977-d8305562029e",53,"https://www.vivelafete.com/boys.html"
"cda14d14-d770-4853-ac24-b74809528738",54,"https://www.vivelafete.com/newborn.html,https://www.vivelafete.com/newborn.html?size_range=39,https://www.vivelafete.com/special-occasion.html,https://www.vivelafete.com/special-occasion.html?limit=all,https://www.vivelafete.com/special-occasion.html?apparel_collection=168&limit=all,https://www.vivelafete.com/special-occasion.html?limit=all,https://www.vivelafete.com/special-occasion.html?apparel_collection=167&limit=all,https://www.vivelafete.com/special-occasion.html,https://www.vivelafete.com/newborn.html?size_range=39"
"3d15bfd0-575a-43d1-8a36-a0ddae8e24bc",55,"https://www.vivelafete.com/special-occasion/dresses/smocked-floral-silk-bishop.html"
"c1decce6-e0d8-4575-bac5-a80cf7e16831",56,"https://www.vivelafete.com/newborn/newborn-girls/smocked-aloha-bishop.html"
"bc7e3d31-5c6b-4ac5-a80c-f7e168316af0",57,"https://www.vivelafete.com/sale-1/smocked-sailing-geometric-dress.html"
"38d9f45b-0dbd-499f-81aa-f416025c1c29",58,"https://www.vivelafete.com/girls.html,https://www.vivelafete.com/girls/turquoise-smocked-bishop.html,https://www.vivelafete.com/girls.html"
"38d9f45b-0dbd-499f-81aa-f416025c1c29",59,"https://www.vivelafete.com/girls.html"
"38d9f45b-0dbd-499f-81aa-f416025c1c29",60,"https://www.vivelafete.com/girls.html"
"64f0ce16-d18c-4e31-ac35-d84289b5971f",61,"https://www.vivelafete.com/newborn.html,https://www.vivelafete.com/newborn.html?size_range=39,https://www.vivelafete.com/newborn.html"
"bcce666d-ad97-4ff8-89d8-4540f74ae86b",62,"https://www.vivelafete.com/"
"7181fc0c-e6c0-4b5e-ae95-e6a03e686186",63,"https://www.vivelafete.com/girls.html,https://www.vivelafete.com/girls.html?cat=16,https://www.vivelafete.com/girls.html?apparel_collection=168&cat=16,https://www.vivelafete.com/girls.html?cat=16,https://www.vivelafete.com/girls.html,https://www.vivelafete.com/girls.html?limit=all"
"7181fc0c-e6c0-4b5e-ae95-e6a03e686186",64,"https://www.vivelafete.com/girls/easter-bunny-smocked-bishop-1.html"
"c5da3fff-dde1-49cd-bd0a-e62103c82786",65,"https://www.vivelafete.com/girls.html?cat=16,https://www.vivelafete.com/girls.html?cat=16&p=2,https://www.vivelafete.com/girls/white-pique-shift-dress.html?options=cart,https://www.vivelafete.com/girls.html?cat=16&p=2#"
"e55ef6be-f941-452c-9a3f-09ea848ce26c",66,"https://www.vivelafete.com/catalogsearch/result/?q=k1687g&utm_source=Customers&utm_campaign=70da00adfb-Get_them_on_SALE10_22_2015&utm_medium=email&utm_term=0_1bb01e7a80-70da00adfb-107478393&ct=t(Get_them_on_SALE10_22_2015)&goal=0_1bb01e7a80-70da00adfb-107478393&mc_cid=70da00adfb&mc_eid=f307353b28"
